fine value,/nmos0_U/D Y,/nmos1_U/D Y,/nmos2_U/D Y,/nmos3_U/D Y,/nmos4_U/D Y,/nmos5_U/D Y,/pmos0_U/S Y,/pmos1_U/S Y,/pmos2_U/S Y,/pmos3_U/S Y,/pmos4_U/S Y,/pmos5_U/S Y,/nmos_V<0> Y,/nmos_V<1> Y,/nmos_V<2> Y,/nmos_V<3> Y,/nmos_V<4> Y,/nmos_V<5> Y,/pmos_V<0> Y,/pmos_V<1> Y,/pmos_V<2> Y,/pmos_V<3> Y,/pmos_V<4> Y,/pmos_V<5> Y,,DAC nmos0 U offset form ideal,,,DAC nmos5 U offset form ideal
204,5.701547879498438e-11,4.547624671683704e-10,3.619455002181037e-09,2.87645587680417e-08,2.292613636807533e-07,1.817866914807156e-06,5.31329141817833e-11,4.255426775076698e-10,3.405250321871847e-09,2.719569739753463e-08,2.185645761164978e-07,1.787179005040053e-06,0.2598003850584893,0.3394848479148579,0.422495851374512,0.5130492580192408,0.6161406493510332,0.7515423203539667,1.470759459542408,1.393479263795128,1.312310356983267,1.222955963606311,1.119380507745908,0.9680469334032142,,-0.79%,,,-0.26%
203,5.672743538395456e-11,4.525129271232869e-10,3.601680549800391e-09,2.862165856240481e-08,2.281458728360642e-07,1.809996321708556e-06,5.286876563207511e-11,4.2347005266648e-10,3.388466974823814e-09,2.706038750317635e-08,2.175027279056541e-07,1.779348651018023e-06,0.2596181670818505,0.3392917217277416,0.4222918434655163,0.5128188057617502,0.615876685034551,0.7511786920158885,1.470938596441981,1.393670076414463,1.312511098251815,1.223183800124124,1.119653915698572,0.9684832694429195,,-0.81%,,,-0.20%
202,5.6425385161222e-11,4.499803343964324e-10,3.581130707470638e-09,2.845200512327422e-08,2.267411939292879e-07,1.799396258290836e-06,5.258170452788667e-11,4.210913971968674e-10,3.36908374827191e-09,2.689962194702541e-08,2.161478486499513e-07,1.768670543736703e-06,0.2594054386570253,0.339073164850115,0.4220547757588308,0.5125438004272953,0.615542656845406,0.7506873190149476,1.471141344486472,1.393876428079,1.312744117868822,1.223455891291927,1.119998588408047,0.9690761968713939,,-0.85%,,,-0.30%
201,5.612025884659531e-11,4.475480767495464e-10,3.561673106649947e-09,2.829258975999547e-08,2.254455207641799e-07,1.789885724935811e-06,5.230209565627253e-11,4.188335925363688e-10,3.350714756946624e-09,2.674858727028541e-08,2.148987642124012e-07,1.759153762647941e-06,0.2592000474933699,0.3388625161989053,0.4218291046742346,0.5122839822091173,0.6152329192858077,0.7502447515782223,1.471343721501769,1.39408772981117,1.312966126196368,1.223712905394049,1.120322750115324,0.9696092124076769,,-0.90%,,,-0.33%
200,5.58015633279313e-11,4.450364641451602e-10,3.541119110722831e-09,2.812290578927649e-08,2.240403038330888e-07,1.7792833847035e-06,5.197606799272193e-11,4.16457465709937e-10,3.331341997208408e-09,2.658786301161476e-08,2.135472830114846e-07,1.74856219852223e-06,0.2589834341369374,0.3386430457360177,0.421589431560987,0.5120059113367385,0.6148952047856348,0.7497495670841601,1.471550834088476,1.394298265096084,1.313201525836416,1.223987906471978,1.120670310232099,0.9702019379213244,,-0.98%,,,-0.43%
199,5.558942008014125e-11,4.43139517281338e-10,3.526519924553265e-09,2.801236507634939e-08,2.232769118077386e-07,1.774153047910759e-06,5.179645247016665e-11,4.148157154662219e-10,3.317571306812294e-09,2.648322465841723e-08,2.127988493941924e-07,1.743475666497344e-06,0.2588391540736745,0.3384789626460809,0.4214183848292727,0.5118239120788265,0.6147109508291665,0.7495092190637979,1.471679786911321,1.39443994370711,1.313369648705825,1.224167782657548,1.120861463155284,0.9704896289108665,,-0.86%,,,-0.22%
198,5.525995992036051e-11,4.406458494247811e-10,3.505970310097086e-09,2.784266295384805e-08,2.218728745335589e-07,1.763550234241126e-06,5.152272559967141e-11,4.123390703898684e-10,3.29818617216946e-09,2.632238467010501e-08,2.114633413137154e-07,1.732834242674868e-06,0.2586132327992873,0.3382570907555171,0.4211764690428063,0.511543188404133,0.6143706044278291,0.749011048540589,1.471890941906575,1.394673692079624,1.313607447137836,1.224445574297541,1.121213514919764,0.9710878176539255,,-0.95%,,,-0.32%
197,5.495803215995488e-11,4.382178106360086e-10,3.486517617635587e-09,2.768328841946944e-08,2.205775529228634e-07,1.754037451898287e-06,5.121681510323125e-11,4.100810317775789e-10,3.279827476164704e-09,2.617185985473418e-08,2.102176425542353e-07,1.723276814538556e-06,0.2584057194340668,0.3380424168599714,0.4209462118853038,0.5112780799564776,0.6140549109147165,0.7485623416304198,1.472112190754779,1.394885732445061,1.313833885233615,1.224706995542001,1.121542804951708,0.9716294861089062,,-1.00%,,,-0.36%
196,5.462622978727872e-11,4.356310537021574e-10,3.465960233288957e-09,2.751356341154987e-08,2.191720273545992e-07,1.743432664618583e-06,5.089275229525143e-11,4.077045638119679e-10,3.260458565942872e-09,2.601067245129999e-08,2.088686033141982e-07,1.712711123251136e-06,0.258184549710823,0.3378183262294465,0.4207015374067462,0.5109941715836628,0.6137104900847911,0.748060234313356,1.472323548580681,1.395100457886903,1.314074096464933,1.224988502401144,1.121896290628426,0.9722289062221865,,-1.10%,,,-0.46%
195,5.436180875082047e-11,4.333757953548129e-10,3.448180658773291e-09,2.73708558049535e-08,2.180567454811808e-07,1.735558688813414e-06,5.06656726754238e-11,4.056314689156158e-10,3.243676803080515e-09,2.587544573272552e-08,2.077984317305368e-07,1.704860658530904e-06,0.2579967826651855,0.3376179116352366,0.4204888007063117,0.510754179328071,0.6134357931324208,0.7476860466982924,1.472507411198264,1.395297239476182,1.314283324246178,1.225225934558825,1.122182445091951,0.9726773022989321,,-1.07%,,,-0.40%
194,5.404766699080913e-11,4.309491078351897e-10,3.427631064027423e-09,2.720098567668179e-08,2.16651542079004e-07,1.724952148081566e-06,5.035968900164648e-11,4.032530558421424e-10,3.224293360041513e-09,2.571472166705689e-08,2.06446606184042e-07,1.69422556518709e-06,0.257771976220131,0.3373922407719311,0.4202416068579232,0.5104669690548569,0.6130879035955705,0.7471802515772572,1.472722270302837,1.395514837105966,1.314526276437304,1.225509653008412,1.122540143293188,0.9732836674589977,,-1.14%,,,-0.50%
193,5.374663031135777e-11,4.285286415339913e-10,3.408185113330736e-09,2.704162152521368e-08,2.153568662087982e-07,1.715437423182826e-06,5.008597267195171e-11,4.009964366451772e-10,3.205946427670281e-09,2.556373155237252e-08,2.05204141890323e-07,1.68465828345024e-06,0.2575598251625272,0.3371724946680343,0.4200063777712327,0.5101959843710963,0.6127655965050648,0.7467246884373548,1.472930515117262,1.395731886780299,1.314757522797846,1.225777707431238,1.122875181517646,0.9738329392322925,,-1.19%,,,-0.54%
192,5.342239199704345e-11,4.260317619274466e-10,3.387622866722972e-09,2.687191510392632e-08,2.139520978302862e-07,1.704830353191812e-06,4.978590744906258e-11,3.98430879115347e-10,3.186554568576531e-09,2.540284919267016e-08,2.038494590063427e-07,1.674044015061348e-06,0.2573305603778661,0.3369448336792066,0.4197562422759979,0.5099057574425635,0.6124139256786961,0.7462148238705734,1.473141455169114,1.395950775991157,1.315003314761537,1.226064962320115,1.12323778146108,0.9744427038943427,,-1.28%,,,-0.64%
191,5.379609933133702e-11,4.291586621246317e-10,3.421093890747728e-09,2.727375842390492e-08,2.178124706555027e-07,1.713189697984409e-06,5.013261379765727e-11,4.015306730583226e-10,3.218107735046584e-09,2.578360553712535e-08,2.07566583135948e-07,1.682452781586343e-06,0.2576010438027129,0.3372291540819119,0.4201626725547791,0.5105902165076421,0.6133754608694255,0.7466170139848828,1.472875255587915,1.395681877678095,1.314604100146906,1.225387852606513,1.122244311881028,0.9739592679643641,,-0.05%,,,0.37%
190,5.344960601491597e-11,4.265142995400686e-10,3.400529322757345e-09,2.710404219071018e-08,2.164067445631796e-07,1.70258056943358e-06,4.979406342482398e-11,3.991523834885667e-10,3.198731154121684e-09,2.562278068571024e-08,2.062065043221496e-07,1.671783598269669e-06,0.2573586883942587,0.3369952397657056,0.4199134160599268,0.5103023036649937,0.6130270933313176,0.7461064315806923,1.473122107764042,1.395901128559897,1.314848810475213,1.225672700532336,1.122604118971266,0.974573076634452,,-0.18%,,,0.27%
189,5.316176190678782e-11,4.241557606017055e-10,3.381076297640589e-09,2.694464011234139e-08,2.151121300429106e-07,1.693064038503537e-06,4.953967207641155e-11,3.968952939073316e-10,3.180370576229905e-09,2.547189135408465e-08,2.049692645241418e-07,1.66227628392989e-06,0.2571447216020369,0.3367735381447638,0.4196762991975272,0.5100303400603334,0.6127044762154235,0.7456467179651308,1.473332256010623,1.396119949008066,1.315081996814313,1.225941479418611,1.122938320751232,0.9751237643990741,,-0.19%,,,0.23%
188,5.282775033318834e-11,4.215706764772497e-10,3.36052606505277e-09,2.677531272015881e-08,2.137073101258269e-07,1.682454644694109e-06,4.923422291394239e-11,3.943104040506518e-10,3.160993555171844e-09,2.531101631662106e-08,2.036183630706394e-07,1.651711289194056e-06,0.256915712704845,0.3365421879187024,0.4194243839240072,0.5097397801285988,0.6123524351349021,0.7451321980526354,1.473550688473395,1.396341699501093,1.315329488328629,1.226229695352451,1.123299926346491,0.9757355987799295,,-0.29%,,,0.13%
187,5.256399810742348e-11,4.193147047893864e-10,3.342735030453691e-09,2.663207063699613e-08,2.125919307993752e-07,1.674577547400171e-06,4.898862633755599e-11,3.924446410631382e-10,3.144219463980304e-09,2.517586740948305e-08,2.02549167967311e-07,1.643864073225209e-06,0.256720673427477,0.3363351228335155,0.4192050970618912,0.5094926293113897,0.6120714559905925,0.7447487243548858,1.473740709089782,1.396545011579121,1.315544904875714,1.226473152480796,1.123592350016752,0.9761942026700163,,-0.26%,,,0.19%
186,5.224711444390276e-11,4.169104239543451e-10,3.32218961574187e-09,2.646234675552581e-08,2.111863497765264e-07,1.663967237518099e-06,4.868437579164786e-11,3.898704602369063e-10,3.124837152172473e-09,2.501497554503484e-08,2.011975772641563e-07,1.633173948984452e-06,0.2564864209910805,0.3361030084824371,0.4189504643956665,0.5091981633196342,0.6117154950297452,0.7442302987582121,1.473961573526992,1.396769651094092,1.315795185468505,1.22676458614204,1.123957591261583,0.976816761177991,,-0.34%,,,0.09%
185,5.195019828925118e-11,4.144675454692561e-10,3.302727471691168e-09,2.630301676003274e-08,2.098907836051966e-07,1.654447814877812e-06,4.840896265366763e-11,3.87810876559656e-10,3.106480970457003e-09,2.486412679725991e-08,1.999549050174032e-07,1.623676793304741e-06,0.2562699797777003,0.3358750180878126,0.4187078613836335,0.508920109603619,0.6113855203445199,0.7437632281997221,1.474178132929867,1.396993838371434,1.31603358429081,1.227039429291257,1.124300279097729,0.9773747290408402,,-0.37%,,,0.05%
184,5.163050973491366e-11,4.11970103731206e-10,3.282176670115549e-09,2.613328456858348e-08,2.084864177327079e-07,1.643836365631019e-06,4.810883751166648e-11,3.852491836831852e-10,3.087101816215545e-09,2.47032572855722e-08,1.986044025795382e-07,1.613160656899827e-06,0.2560359191214138,0.3356396576005184,0.4184501957054906,0.5086221546045685,0.6110257774945591,0.7432404295195515,1.474396870793426,1.397220222973379,1.316286730938102,1.227334258639262,1.12466962274825,0.977992214455375,,-0.45%,,,-0.05%
183,5.144467216970792e-11,4.099632188353572e-10,3.267571161185788e-09,2.602267150673669e-08,2.077230048481087e-07,1.638702366809489e-06,4.790327358840779e-11,3.836911920770948e-10,3.073324524931172e-09,2.459867833151016e-08,1.978669603385321e-07,1.607984032573564e-06,0.2559004340205229,0.3354574161592867,0.4182661300669918,0.5084269987233707,0.6108293136620387,0.7429866333001841,1.474559881925767,1.397380494449377,1.316467624711491,1.227526890355614,1.124875087663322,0.9782997113499622,,-0.27%,,,0.18%
182,5.108949940853686e-11,4.075747417833612e-10,3.247034906390628e-09,2.585313062722775e-08,2.063176834834048e-07,1.628088505625415e-06,4.760316921552357e-11,3.813147738795323e-10,3.053954285612831e-09,2.443780869359312e-08,1.965222916951179e-07,1.597278006833356e-06,0.2556363769526839,0.3352226951912722,0.4180059835277997,0.5081263562212071,0.6104659644990379,0.7424603046294824,1.47478346653983,1.397625081122917,1.316723265447243,1.227824712948961,1.125247077892864,0.9789314571278309,,-0.41%,,,0.07%
181,5.078721738514795e-11,4.051346975018699e-10,3.227560391098708e-09,2.569371937731177e-08,2.05022266216548e-07,1.618568179907674e-06,4.732426839928229e-11,3.790584434810763e-10,3.035586282178168e-09,2.428682708770517e-08,1.952811146071181e-07,1.587803217990346e-06,0.25541103694523,0.3349897229952934,0.4177578252429373,0.5078419801070042,0.6101290692836673,0.7419861638270183,1.475007779095417,1.397854880222374,1.316967111626251,1.228105907234457,1.125596338494911,0.9794957152740652,,-0.46%,,,0.03%
180,5.046983912710399e-11,4.025967137481436e-10,3.207006658181285e-09,2.552420465326497e-08,2.036176793034557e-07,1.607953233171364e-06,4.70236252086002e-11,3.76876121117759e-10,3.016223626374473e-09,2.412608838405861e-08,1.939399310039789e-07,1.577157295733477e-06,0.2551728354866182,0.334748789285275,0.4174943525109894,0.5075377539207467,0.6097616279280899,0.7414552994954315,1.475236578863275,1.398070160430994,1.317225690911832,1.228407081498068,1.125973480001882,0.9801295747823904,,-0.54%,,,-0.07%
179,5.021881881592461e-11,4.00270686829173e-10,3.189222864335874e-09,2.538111897008474e-08,2.025019594645499e-07,1.600072798662724e-06,4.678713423489138e-11,3.746073006980433e-10,2.999442187355314e-09,2.399088826879411e-08,1.928671672820081e-07,1.569421105692761e-06,0.2549916988652878,0.3345309385189881,0.4172650768506328,0.507279476965047,0.6094681372002418,0.7410595993269248,1.475425768574826,1.398300537690006,1.317451083354794,1.228661865506301,1.126276234096786,0.9805949619921833,,-0.48%,,,-0.01%
178,4.98794807779275e-11,3.978664948154575e-10,3.168678589913777e-09,2.521158541700108e-08,2.010968957083416e-07,1.58945830564608e-06,4.647241887260188e-11,3.722301399342819e-10,2.980065765946116e-09,2.38301243897001e-08,1.915203491449058e-07,1.558715459441165e-06,0.2547265703793224,0.3342857231429321,0.4169986805595012,0.5069716817205977,0.6090964713869221,0.7405245123629113,1.475668061301462,1.398536914951505,1.317712830453478,1.228966583352879,1.126658871524711,0.9812359071531543,,-0.60%,,,-0.12%
177,4.957635435899986e-11,3.954474349334177e-10,3.149213843442103e-09,2.505182418090091e-08,1.998014694677906e-07,1.579934856910472e-06,4.619292560304578e-11,3.699728402557926e-10,2.961700402147455e-09,2.367918474176662e-08,1.902711300610788e-07,1.549199197747202e-06,0.2544958554544691,0.3340493670022092,0.4167447496252601,0.5066798416100179,0.6087517437746496,0.7400423427720573,1.47589436319702,1.398769574793313,1.317962422813272,1.229254440577911,1.127015639109286,0.9818114537229826,,-0.65%,,,-0.16%
176,4.925195468378076e-11,3.929545726836849e-10,3.128663979946423e-09,2.488212123054437e-08,1.98396428856253e-07,1.569318154486512e-06,4.589275440099944e-11,3.675973661804401e-10,2.942325016645643e-09,2.351836989930801e-08,1.889291537198047e-07,1.538600580159524e-06,0.2542489220583694,0.3338031530414328,0.4164750235739059,0.5063679170224652,0.6083755788386278,0.739502467336747,1.476127336665082,1.398991624524487,1.318227347669825,1.229563031242445,1.127401137981618,0.9824517932132035,,-0.75%,,,-0.27%
175,4.91218715363921e-11,3.916779759586892e-10,3.12049498144679e-09,2.48389472181728e-08,1.983449265903154e-07,1.568455319633862e-06,4.57687417515266e-11,3.66508748648805e-10,2.934635247989978e-09,2.347745648570956e-08,1.888740256670962e-07,1.537742982414306e-06,0.2541519446229257,0.3336883595201001,0.4163673294960741,0.5062882412143853,0.6083617451384831,0.7394584855990702,1.476215407473938,1.399120179766539,1.318332953646177,1.229641856670404,1.127417024256375,0.9825044009916466,,-0.44%,,,0.24%
174,4.880094309100041e-11,3.89264624803028e-10,3.099942933063038e-09,2.466936767150701e-08,1.969399185823742e-07,1.557837701612294e-06,4.546861789486591e-11,3.641292324165203e-10,2.91524861396836e-09,2.331683363928575e-08,1.875309147751327e-07,1.527121714190036e-06,0.2538974827787053,0.3334367225612844,0.4160951855157677,0.5059740234302464,0.6079831089271063,0.7389158611122729,1.476466893485894,1.399362021493874,1.318600372910317,1.229952570572152,1.127805301746687,0.9831499935796533,,-0.53%,,,0.13%
173,4.850051944995286e-11,3.868073016956991e-10,3.080485095240698e-09,2.450980446758449e-08,1.956440689947199e-07,1.548312893839576e-06,4.518909988843656e-11,3.618725460531169e-10,2.896898719830004e-09,2.316573583069213e-08,1.862833207743437e-07,1.517607193004199e-06,0.253663774882034,0.333191368719799,0.415835930694942,0.5056765042838173,0.6076317396107784,0.7384268783105378,1.476698767054927,1.399603636324329,1.318855059451189,1.230246697742267,1.128168107467572,0.9837327456251392,,-0.57%,,,0.09%
172,4.818412714162439e-11,3.842928957013828e-10,3.059924725684715e-09,2.434008504896654e-08,1.94239394868922e-07,1.537693998520325e-06,4.486780085921694e-11,3.594157436446475e-10,2.877512898702212e-09,2.300514124148334e-08,1.849394440237365e-07,1.50701015370963e-06,0.2534151277697371,0.3329375723887099,0.4155602728211824,0.5053580416496755,0.6072484999100173,0.7378792904531775,1.476936157984369,1.399852468616527,1.319125802144574,1.230561291475121,1.12856125143746,0.9843811120607243,,-0.65%,,,-0.02%
171,4.791180622278193e-11,3.820123425084378e-10,3.042143415941425e-09,2.419719121474621e-08,1.931232428459596e-07,1.529809856546299e-06,4.464868594397459e-11,3.574225883641412e-10,2.860743339396627e-09,2.286979872801323e-08,1.838674626679819e-07,1.499196952242245e-06,0.2532097815409906,0.3327133951453695,0.4153204374007127,0.5050882907805916,0.6069422032035077,0.7374710360106123,1.477139067182352,1.400069577497683,1.319361414199776,1.230828022555965,1.128876615556321,0.9848645475480606,,-0.64%,,,0.04%
170,4.75939229070481e-11,3.795469038904958e-10,3.021591636237085e-09,2.402745704777891e-08,1.91718469610782e-07,1.519190489876996e-06,4.43378034097889e-11,3.550447158353092e-10,2.841374906006577e-09,2.270903952145143e-08,1.825212025885405e-07,1.488532249991807e-06,0.252947806183055,0.3324551349571891,0.4150415518759606,0.5047659174346576,0.6065544385976801,0.7369188508573621,1.477388035385136,1.400312650637788,1.319635186719004,1.231146776054018,1.12927491346842,0.9855211346911418,,-0.72%,,,-0.07%
169,4.728948178273178e-11,3.771177260590338e-10,3.002127075094792e-09,2.386800961820497e-08,1.904225511151203e-07,1.509662966766502e-06,4.405834911857006e-11,3.52787437022522e-10,2.823014389715559e-09,2.255800470448338e-08,1.812750112105376e-07,1.479015675489576e-06,0.2527051015533701,0.3322065571833897,0.4147757360025007,0.5044611239941676,0.6061944549548269,0.7364211684052319,1.477626428949477,1.400561309375412,1.319896362264426,1.231448183391672,1.12964586188574,0.9861133494452524,,-0.78%,,,-0.11%
168,4.696056409116579e-11,3.746061395995722e-10,2.981570335920432e-09,2.369827638374479e-08,1.89017831027987e-07,1.499041733400438e-06,4.375819127424767e-11,3.504113501160332e-10,2.803626627191179e-09,2.23973414205997e-08,1.799399529188478e-07,1.468415211688981e-06,0.2524477927192764,0.331946568254592,0.4144932027295155,0.5041345564857642,0.6058017565055951,0.7358637629217664,1.477873317398226,1.400811246181455,1.32017391656584,1.231770891600562,1.130045703839494,0.9867722762752869,,-0.89%,,,-0.23%
167,4.674822739940963e-11,3.727228961731392e-10,2.966963024567402e-09,2.358767015983274e-08,1.882543800004239e-07,1.493903544227497e-06,4.355260782463995e-11,3.487587396037743e-10,2.789854071299108e-09,2.229290604518304e-08,1.791961998618505e-07,1.46337108601394e-06,0.2522687194973632,0.3317570530431299,0.4142913000465175,0.5039205633431293,0.6055872286892123,0.7355931333480102,1.478029536756078,1.400980933490163,1.320372199397866,1.231981827694783,1.130269561752461,0.987090006195497,,-0.74%,,,0.02%
166,4.6416109812163e-11,3.70145777090338e-10,2.946417215840523e-09,2.341808052539652e-08,1.868491756790303e-07,1.483280147101561e-06,4.327007809205505e-11,3.462933226604972e-10,2.770484997410097e-09,2.213187221450908e-08,1.778611135634965e-07,1.452619944723742e-06,0.2520076451820728,0.331488655835687,0.4140056942025444,0.5035906127408961,0.6051903190575059,0.7350315610334951,1.478280019812731,1.40125586014143,1.320652642467929,1.232308904768226,1.130673415987987,0.9877620172136338,,-0.86%,,,-0.09%
165,4.612658276953394e-11,3.677841470609577e-10,2.926955966586186e-09,2.325851191063084e-08,1.855536176934515e-07,1.473752015646136e-06,4.297301542350217e-11,3.440363266010839e-10,2.75213731837379e-09,2.198084844551217e-08,1.766056753710331e-07,1.443174072339576e-06,0.2517613561388232,0.3312340254071604,0.4137333958356645,0.5032780996520378,0.6048219964870596,0.7345254593139939,1.478539140679026,1.401506867879431,1.320920029095093,1.232617686614752,1.13105556660645,0.9883589182815847,,-0.89%,,,-0.14%
164,4.580674389876011e-11,3.652589841297236e-10,2.906396724920678e-09,2.308879337785247e-08,1.841485982677008e-07,1.463128226614708e-06,4.267287725162456e-11,3.416596493484457e-10,2.732747729209369e-09,2.182016332524158e-08,1.752602793060995e-07,1.432572633158113e-06,0.2514973730427585,0.3309673063294556,0.4134438396785206,0.5029434864635901,0.6044199323890971,0.7339584880523363,1.478787459849992,1.401762582903912,1.321204456447984,1.232948416389174,1.13146770832632,0.9890279551415045,,-0.98%,,,-0.26%
163,4.552292634750673e-11,3.630320888618999e-10,2.888603255660386e-09,2.294586418172111e-08,1.830326016036748e-07,1.455241185690081e-06,4.242190235647317e-11,3.395864211355037e-10,2.715984837871851e-09,2.168482397157712e-08,1.74190816679519e-07,1.424818143875205e-06,0.25127391791062,0.330728901699699,0.4131916443865314,0.5026598905076516,0.6040986052165496,0.7335357197676862,1.479010434076393,1.401997051270105,1.321451910451415,1.233228756952802,1.131797273434636,0.9895232612308634,,-0.99%,,,-0.19%
162,4.521614642791155e-11,3.604436689344e-10,2.868052916156457e-09,2.277611726633383e-08,1.816273769073841e-07,1.444615781151192e-06,4.212160761807337e-11,3.372089998957604e-10,2.696607896182284e-09,2.152410101191479e-08,1.72843871964436e-07,1.414106225231229e-06,0.251005462327222,0.3304515739554809,0.4128985113883081,0.5023209164291147,0.6036914846108991,0.7329636631046921,1.479262768282726,1.402255512861776,1.321739777527428,1.233563818334994,1.132214841372995,0.9902039454940259,,-1.06%,,,-0.31%
161,4.491522628654668e-11,3.580905828584658e-10,2.848594065380634e-09,2.261670090821281e-08,1.803320835729025e-07,1.435085357112584e-06,4.18421881744992e-11,3.349521481189752e-10,2.678251368511824e-09,2.137305740319437e-08,1.7160124845537e-07,1.40465059253268e-06,0.2507524138729383,0.3301979661268797,0.4126190821086818,0.5020004003400834,0.6033136944239166,0.7324479995666663,1.479515058641743,1.402513712137611,1.322014313738492,1.233880848931933,1.132602568519213,0.9908114240761707,,-1.11%,,,-0.36%
160,4.459525675367777e-11,3.555553020622134e-10,2.828029816688276e-09,2.244696309316945e-08,1.789265278291736e-07,1.424458236475252e-06,4.15307407361854e-11,3.325754195814891e-10,2.658868236413778e-09,2.121240049034099e-08,1.702556588961987e-07,1.393997131368705e-06,0.2504814564958736,0.3299220950631943,0.4123217795222914,0.5016567871430628,0.6029009702631468,0.7318702125869541,1.479778653372645,1.402775557343905,1.322306161899683,1.234220374183823,1.133025169744477,0.9914951354472622,,-1.21%,,,-0.48%
159,4.461545462875368e-11,3.557218017824913e-10,2.833259675139431e-09,2.254680974281494e-08,1.80266913346749e-07,1.429005700010428e-06,4.157242433887853e-11,3.328003582574301e-10,2.663796932165499e-09,2.130687285426036e-08,1.715405669198274e-07,1.398609570013603e-06,0.2505090249216905,0.3299478408583302,0.4123975853486189,0.5018592091826155,0.6032946221503507,0.7321178883121784,1.479724828025102,1.402755781037839,1.322231759202596,1.234020429238528,1.132621564615195,0.9912005566655483,,-0.53%,,,0.46%
158,4.430728016868067e-11,3.532578203920604e-10,2.812708663984465e-09,2.237700619449966e-08,1.788608365803162e-07,1.418378715363483e-06,4.127242636130216e-11,3.302673169025803e-10,2.644418915936502e-09,2.114638742552787e-08,1.701927744058649e-07,1.387892074893463e-06,0.2502353041694027,0.3296744127133163,0.412098924587027,0.5015144560769658,0.602881609488233,0.7315383155254611,1.480006905642494,1.403019338500705,1.322525048164792,1.23436058360377,1.133044990050197,0.9918894764767783,,-0.60%,,,0.34%
157,4.400475634546773e-11,3.508534947391218e-10,2.793241459881053e-09,2.22176323072475e-08,1.77565381768575e-07,1.408846383070867e-06,4.099284311408958e-11,3.281670675178271e-10,2.626054450359137e-09,2.099537474539432e-08,1.68949544125654e-07,1.378432928476646e-06,0.2499762475054973,0.3294064408602089,0.4118140745652695,0.5011886314437773,0.6024984931823462,0.731015862445627,1.48026523646877,1.403283217982508,1.322804898468703,1.23468288092421,1.133438145376922,0.9925045852704281,,-0.65%,,,0.30%
156,4.368686028082599e-11,3.483273269674286e-10,2.772680677631179e-09,2.204815646399238e-08,1.761605719493905e-07,1.398217201592218e-06,4.069286694580517e-11,3.25791192179307e-10,2.606689845352865e-09,2.083452548085113e-08,1.676051643253417e-07,1.367775280714268e-06,0.2497009104876698,0.3291258992323426,0.4115111442932892,0.5008397325018322,0.6020801786178986,0.7304304178338192,1.480529100492861,1.403533532946143,1.323102022713557,1.235028574734268,1.133866115979519,0.9931966572316511,,-0.75%,,,0.17%
155,4.342835567155692e-11,3.460112666898568e-10,2.754892055633978e-09,2.19049208025541e-08,1.750445989407572e-07,1.390328142300005e-06,4.045462571436361e-11,3.237168281907565e-10,2.589920324392572e-09,2.069919526062168e-08,1.665331224315682e-07,1.360033500963369e-06,0.2494825377578281,0.3288790667944321,0.4112473106553792,0.5005428805733396,0.6017457225061095,0.7299938777815272,1.480748465118717,1.403797129367955,1.323361038271166,1.235321370325821,1.134209526429632,0.9937059021131367,,-0.70%,,,0.25%
154,4.309076515370554e-11,3.436085101665191e-10,2.734337725710924e-09,2.173519262109965e-08,1.736393557033646e-07,1.379701451041506e-06,4.012945810002678e-11,3.213407381833358e-10,2.570541742103346e-09,2.053845834614681e-08,1.651904315998049e-07,1.34931664475543e-06,0.2491826983619513,0.3285970147370405,0.4109404107001355,0.5001887496885333,0.601321825516291,0.7294030368850731,1.481038245416514,1.404051242686724,1.323662356462416,1.235671479504005,1.134642347652337,0.9944067180522935,,-0.84%,,,0.12%
153,4.279419045247255e-11,3.411619435037384e-10,2.714869156718568e-09,2.157570910859318e-08,1.723436368278705e-07,1.370165811436987e-06,3.986198998731872e-11,3.190818276381605e-10,2.552199985872925e-09,2.038774447339787e-08,1.639486257035121e-07,1.339880005617225e-06,0.248919282665396,0.3283208710886278,0.4106476708776085,0.4998536142417845,0.6009282144962512,0.7288701321618553,1.481288561714379,1.404338329501402,1.323949560003092,1.236002102319159,1.135045372700924,0.9950314418768387,,-0.88%,,,0.08%
152,4.24725142838952e-11,3.386426842239031e-10,2.694313716391508e-09,2.140594803894997e-08,1.709382930242615e-07,1.359535513303951e-06,3.95619823054825e-11,3.165876770522167e-10,2.532811462028345e-09,2.022679034353162e-08,1.626033937040522e-07,1.329212555161954e-06,0.2486327058761085,0.3280329581793919,0.4103363902145561,0.4994943103681862,0.600498269662013,0.7282729863453886,1.481559063833693,1.404611371948078,1.32425530768244,1.236357733530367,1.135484965081508,0.99573657583355,,-0.99%,,,-0.05%
151,4.22589490203534e-11,3.36762117413222e-10,2.679701786942556e-09,2.12953322138249e-08,1.701744943022371e-07,1.354392793616539e-06,3.9356531938436e-11,3.149658186906301e-10,2.519042026128517e-09,2.012232033474783e-08,1.618721295290055e-07,1.324189160675431e-06,0.2484417125445978,0.3278193553927414,0.4101137236534708,0.4992587431377667,0.6002632553717671,0.7279829590472078,1.481755884956856,1.404816007520664,1.324473806998498,1.236589987138307,1.135725252907495,0.9960737171556868,,-0.83%,,,0.23%
